id_alumno,genero,edad,provincia,situacion_laboral,horas_trabajo_sem,horas_estudio_sem,materia,asistencia_pct,parcial_1_pct,parcial_2_pct,parcial_3_pct,nota_final_pct,condicion_cursado,aprobado
76,M,21,Buenos Aires,Part-time,14,9.0,Tecnologia y Sociedad,62,44,31,50,35,Libre,No
77,F,36,Buenos Aires,Part-time,31,3.0,Tecnologia y Sociedad,77,41,49,42,40,Libre,No
78,M,35,Misiones,No trabaja,0,9.0,Tecnologia y Sociedad,81,60,61,46,68,Regular,No
79,F,27,CABA,Part-time,22,18.0,Tecnologia y Sociedad,100,72,80,80,83,Promocion,Si
80,M,30,Corrientes,Part-time,20,15.0,Tecnologia y Sociedad,93,72,76,66,65,Regular,No
81,M,22,Buenos Aires,Part-time,17,12.0,Tecnologia y Sociedad,84,62,79,79,65,Regular,No
82,F,31,Misiones,Full-time,55,8.0,Tecnologia y Sociedad,96,81,65,71,60,Regular,No
83,F,27,CABA,Part-time,15,13.0,Tecnologia y Sociedad,80,73,89,59,65,Regular,No
84,M,30,Buenos Aires,No trabaja,0,13.0,Tecnologia y Sociedad,100,79,60,70,78,Regular,Si
85,F,18,Entre Rios,No trabaja,0,12.0,Tecnologia y Sociedad,84,58,73,66,81,Regular,Si
86,M,29,Buenos Aires,No trabaja,0,4.0,Tecnologia y Sociedad,65,52,33,63,70,Libre,Si
87,M,36,Santa Fe,Full-time,39,5.0,Tecnologia y Sociedad,78,78,41,27,63,Libre,No
88,F,31,Rio Negro,No trabaja,0,18.0,Tecnologia y Sociedad,95,84,99,73,84,Promocion,Si
89,F,27,San Juan,Part-time,25,8.0,Tecnologia y Sociedad,79,50,57,73,76,Libre,Si
90,F,33,Buenos Aires,Full-time,36,3.0,Tecnologia y Sociedad,77,41,60,43,52,Libre,No
91,M,41,Santa Fe,Full-time,47,5.0,Tecnologia y Sociedad,93,52,56,70,48,Regular,No
92,M,33,San Juan,No trabaja,0,18.0,Tecnologia y Sociedad,90,81,81,72,93,Promocion,Si
93,F,25,Santa Fe,No trabaja,0,13.0,Tecnologia y Sociedad,91,81,77,86,78,Promocion,Si
94,F,26,Buenos Aires,No trabaja,0,13.0,Tecnologia y Sociedad,96,67,58,82,63,Regular,No
95,M,30,Buenos Aires,Part-time,17,4.0,Tecnologia y Sociedad,88,53,39,55,61,Regular,No
96,F,18,Buenos Aires,No trabaja,0,5.0,Tecnologia y Sociedad,77,63,38,51,62,Libre,No
97,F,28,Salta,Part-time,23,12.0,Tecnologia y Sociedad,100,66,73,60,54,Regular,No
98,M,29,Buenos Aires,No trabaja,0,11.0,Tecnologia y Sociedad,79,77,49,60,81,Libre,Si
99,F,27,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,93,77,74,71,62,Promocion,No
100,F,18,Tucuman,No trabaja,0,4.0,Tecnologia y Sociedad,83,49,61,39,61,Regular,No
101,F,26,Buenos Aires,No trabaja,0,16.0,Tecnologia y Sociedad,93,62,74,71,65,Regular,No
102,M,41,San Luis,No trabaja,0,7.0,Tecnologia y Sociedad,76,43,54,55,58,Libre,No
103,F,25,Buenos Aires,No trabaja,0,14.0,Tecnologia y Sociedad,96,65,82,51,74,Regular,Si
104,M,28,Buenos Aires,No trabaja,0,15.0,Tecnologia y Sociedad,86,76,65,70,51,Regular,No
105,F,31,CABA,Part-time,25,13.0,Tecnologia y Sociedad,77,82,61,52,67,Libre,No
106,F,22,Tucuman,Part-time,22,4.0,Tecnologia y Sociedad,82,65,54,86,52,Regular,No
107,M,48,Santa Fe,Full-time,51,0.0,Tecnologia y Sociedad,87,59,67,59,47,Regular,No
108,M,18,Buenos Aires,Part-time,10,15.0,Tecnologia y Sociedad,98,83,83,55,74,Regular,Si
109,M,30,Buenos Aires,Full-time,35,4.0,Tecnologia y Sociedad,68,54,23,42,45,Libre,No
110,F,20,Buenos Aires,No trabaja,0,11.0,Tecnologia y Sociedad,93,68,68,74,77,Regular,Si
111,F,18,Santa Fe,No trabaja,0,6.0,Tecnologia y Sociedad,85,45,66,59,54,Regular,No
112,M,18,Salta,Part-time,16,7.0,Tecnologia y Sociedad,88,76,50,65,70,Regular,Si
113,M,37,CABA,No trabaja,0,12.0,Tecnologia y Sociedad,100,81,87,78,77,Promocion,Si
114,F,19,Santa Fe,Part-time,16,6.0,Tecnologia y Sociedad,84,71,62,38,62,Regular,No
115,F,34,Chaco,No trabaja,0,15.0,Tecnologia y Sociedad,86,81,64,81,63,Regular,No
116,M,24,Buenos Aires,Part-time,18,5.0,Tecnologia y Sociedad,68,51,37,35,61,Libre,No
117,M,31,Buenos Aires,No trabaja,0,13.0,Tecnologia y Sociedad,84,58,61,80,75,Regular,Si
118,M,31,Buenos Aires,No trabaja,0,15.0,Tecnologia y Sociedad,94,62,66,82,78,Regular,Si
119,F,19,Chaco,Part-time,19,9.0,Tecnologia y Sociedad,99,74,69,79,68,Regular,No
120,M,27,Cordoba,No trabaja,0,10.0,Tecnologia y Sociedad,76,74,68,65,57,Libre,No
121,M,23,Buenos Aires,Part-time,30,14.0,Tecnologia y Sociedad,82,58,76,45,70,Regular,Si
122,M,34,Buenos Aires,No trabaja,0,12.0,Tecnologia y Sociedad,80,49,52,55,73,Regular,Si
123,M,22,Tucuman,No trabaja,0,19.0,Tecnologia y Sociedad,97,66,91,84,92,Regular,Si
124,F,18,Cordoba,No trabaja,0,15.0,Tecnologia y Sociedad,94,68,89,81,79,Regular,Si
125,M,23,Misiones,Full-time,47,13.0,Tecnologia y Sociedad,100,54,77,61,53,Regular,No
126,M,21,Cordoba,No trabaja,0,9.0,Tecnologia y Sociedad,87,70,78,55,67,Regular,No
127,M,28,Buenos Aires,No trabaja,0,14.0,Tecnologia y Sociedad,100,85,68,78,92,Regular,Si
128,F,20,CABA,Full-time,42,0.0,Tecnologia y Sociedad,91,44,61,79,71,Regular,Si
129,M,37,Buenos Aires,No trabaja,0,14.0,Tecnologia y Sociedad,73,50,55,78,69,Libre,No
130,M,18,Santa Fe,Part-time,15,8.0,Tecnologia y Sociedad,78,53,63,64,76,Libre,Si
131,F,33,Buenos Aires,No trabaja,0,18.0,Tecnologia y Sociedad,100,73,78,94,100,Promocion,Si
132,F,23,Buenos Aires,No trabaja,0,14.0,Tecnologia y Sociedad,93,60,52,64,77,Regular,Si
133,M,19,CABA,No trabaja,0,7.0,Tecnologia y Sociedad,72,52,43,45,51,Libre,No
134,M,29,Buenos Aires,Part-time,24,2.0,Tecnologia y Sociedad,75,57,50,46,39,Libre,No
135,M,29,San Juan,No trabaja,0,9.0,Tecnologia y Sociedad,91,52,55,72,49,Regular,No
136,M,35,Chaco,Full-time,46,7.0,Tecnologia y Sociedad,75,60,77,39,50,Libre,No
137,M,26,Buenos Aires,Part-time,18,7.0,Tecnologia y Sociedad,82,59,55,70,52,Regular,No
138,M,35,Buenos Aires,Part-time,14,16.0,Tecnologia y Sociedad,82,61,69,81,65,Regular,No
139,F,20,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,73,53,69,38,56,Libre,No
140,F,35,Buenos Aires,No trabaja,0,9.0,Tecnologia y Sociedad,81,84,65,68,74,Regular,Si
141,M,18,Salta,Part-time,24,12.0,Tecnologia y Sociedad,81,45,72,62,72,Regular,Si
142,F,34,San Luis,Full-time,48,4.0,Tecnologia y Sociedad,74,61,47,59,51,Libre,No
143,M,38,Mendoza,No trabaja,0,3.0,Tecnologia y Sociedad,75,42,67,45,71,Libre,Si
144,M,19,Buenos Aires,No trabaja,0,12.0,Tecnologia y Sociedad,89,67,85,80,75,Regular,Si
145,F,31,Santa Fe,Full-time,39,1.0,Tecnologia y Sociedad,85,63,39,41,50,Regular,No
146,F,25,Buenos Aires,Part-time,28,14.0,Tecnologia y Sociedad,80,74,81,62,56,Regular,No
147,M,29,Cordoba,No trabaja,0,3.0,Tecnologia y Sociedad,80,65,64,67,65,Regular,No
148,F,22,Santa Fe,No trabaja,0,8.0,Tecnologia y Sociedad,87,67,71,53,62,Regular,No
149,F,36,Buenos Aires,Full-time,42,10.0,Tecnologia y Sociedad,83,67,52,66,71,Regular,Si
150,M,18,Chaco,No trabaja,0,13.0,Tecnologia y Sociedad,84,66,67,61,89,Regular,Si
151,F,27,Buenos Aires,No trabaja,0,12.0,Tecnologia y Sociedad,91,60,63,74,54,Regular,No
152,F,32,Buenos Aires,Part-time,18,20.0,Tecnologia y Sociedad,100,95,87,82,94,Promocion,Si
153,M,20,Salta,Part-time,21,13.0,Tecnologia y Sociedad,100,77,83,74,82,Promocion,Si
154,M,37,CABA,Full-time,39,4.0,Tecnologia y Sociedad,80,42,46,68,58,Regular,No
155,M,20,Buenos Aires,Full-time,46,3.0,Tecnologia y Sociedad,62,37,37,47,43,Libre,No
156,F,29,Cordoba,Part-time,24,11.0,Tecnologia y Sociedad,100,72,60,57,78,Regular,Si
157,M,25,Misiones,Part-time,27,7.0,Tecnologia y Sociedad,93,76,62,73,68,Regular,No
158,M,31,Tucuman,No trabaja,0,11.0,Tecnologia y Sociedad,100,63,71,62,94,Regular,Si
159,F,29,Buenos Aires,Part-time,29,1.0,Tecnologia y Sociedad,87,61,45,56,45,Regular,No
160,F,18,CABA,Full-time,42,6.0,Tecnologia y Sociedad,95,45,50,56,87,Regular,Si
161,F,18,Tucuman,Full-time,36,9.0,Tecnologia y Sociedad,88,75,70,59,84,Regular,Si
162,F,32,Cordoba,Full-time,42,8.0,Tecnologia y Sociedad,85,60,71,45,46,Regular,No
163,F,27,CABA,No trabaja,0,14.0,Tecnologia y Sociedad,80,76,68,69,88,Regular,Si
164,M,29,Entre Rios,Part-time,12,4.0,Tecnologia y Sociedad,93,52,65,72,64,Regular,No
165,M,19,Buenos Aires,No trabaja,0,12.0,Tecnologia y Sociedad,98,75,72,69,70,Regular,Si
166,M,23,Santa Fe,Part-time,26,7.0,Tecnologia y Sociedad,68,57,63,59,55,Libre,No
167,M,20,Buenos Aires,Part-time,16,13.0,Tecnologia y Sociedad,85,72,56,64,78,Regular,Si
168,F,18,San Luis,No trabaja,0,14.0,Tecnologia y Sociedad,91,58,59,71,79,Regular,Si
169,M,18,Chaco,Full-time,39,2.0,Tecnologia y Sociedad,88,69,49,56,62,Regular,No
170,M,18,San Juan,No trabaja,0,9.0,Tecnologia y Sociedad,91,82,77,63,93,Regular,Si
171,M,25,Buenos Aires,No trabaja,0,9.0,Tecnologia y Sociedad,84,66,69,62,68,Regular,No
172,F,19,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,99,58,55,57,59,Regular,No
173,F,26,CABA,Part-time,17,4.0,Tecnologia y Sociedad,78,52,43,37,47,Libre,No
174,F,36,Buenos Aires,No trabaja,0,11.0,Tecnologia y Sociedad,87,79,78,54,77,Regular,Si
175,M,29,Buenos Aires,Full-time,41,6.0,Tecnologia y Sociedad,87,82,63,70,55,Regular,No
176,F,18,Mendoza,No trabaja,0,10.0,Tecnologia y Sociedad,79,60,51,55,47,Libre,No
177,F,34,Buenos Aires,No trabaja,0,10.0,Tecnologia y Sociedad,81,82,61,62,77,Regular,Si
178,F,32,Neuquen,Full-time,51,6.0,Tecnologia y Sociedad,89,52,66,83,71,Regular,Si
179,M,25,Buenos Aires,Part-time,17,12.0,Tecnologia y Sociedad,100,83,73,81,75,Promocion,Si
180,F,23,Buenos Aires,No trabaja,0,15.0,Tecnologia y Sociedad,76,55,62,67,80,Libre,Si
181,F,34,Buenos Aires,No trabaja,0,4.0,Tecnologia y Sociedad,92,57,68,59,83,Regular,Si
182,M,30,Buenos Aires,Part-time,30,4.0,Tecnologia y Sociedad,80,64,45,72,74,Regular,Si
183,F,21,Tucuman,No trabaja,0,6.0,Tecnologia y Sociedad,80,60,69,49,63,Regular,No
184,F,18,Buenos Aires,Part-time,20,13.0,Tecnologia y Sociedad,99,79,93,76,80,Promocion,Si
185,F,30,CABA,Part-time,23,18.0,Tecnologia y Sociedad,81,61,65,76,59,Regular,No
186,F,29,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,78,76,63,51,84,Libre,Si
187,F,23,Jujuy,No trabaja,0,13.0,Tecnologia y Sociedad,81,71,56,46,86,Regular,Si
188,M,30,Chaco,Part-time,22,10.0,Tecnologia y Sociedad,90,68,57,68,83,Regular,Si
189,F,30,Buenos Aires,No trabaja,0,10.0,Tecnologia y Sociedad,92,63,76,61,65,Regular,No
190,F,19,Salta,No trabaja,0,7.0,Tecnologia y Sociedad,99,56,57,72,68,Regular,No
191,M,25,CABA,Part-time,23,12.0,Tecnologia y Sociedad,91,79,52,58,62,Regular,No
192,M,24,Neuquen,Part-time,15,7.0,Tecnologia y Sociedad,76,37,50,61,50,Libre,No
193,F,29,Buenos Aires,No trabaja,0,13.0,Tecnologia y Sociedad,81,92,48,58,76,Regular,Si
194,F,29,Salta,Part-time,21,6.0,Tecnologia y Sociedad,58,49,52,36,68,Libre,No
195,M,20,Mendoza,Part-time,16,0.0,Tecnologia y Sociedad,90,36,64,63,52,Regular,No
196,F,23,Santa Fe,Part-time,18,9.0,Tecnologia y Sociedad,89,68,55,77,67,Regular,No
197,M,38,Buenos Aires,No trabaja,0,14.0,Tecnologia y Sociedad,85,83,72,73,65,Promocion,No
198,F,24,Tierra del Fuego,No trabaja,0,8.0,Tecnologia y Sociedad,91,51,61,63,80,Regular,Si
199,M,32,Santa Fe,Part-time,19,7.0,Tecnologia y Sociedad,95,42,56,77,75,Regular,Si
200,M,20,Mendoza,Part-time,11,10.0,Tecnologia y Sociedad,80,69,60,74,70,Regular,Si
201,F,22,Buenos Aires,No trabaja,0,8.0,Tecnologia y Sociedad,67,55,33,55,56,Libre,No
202,F,25,Buenos Aires,No trabaja,0,16.0,Tecnologia y Sociedad,86,60,42,54,63,Regular,No
203,M,18,Santa Fe,No trabaja,0,14.0,Tecnologia y Sociedad,100,75,79,60,71,Regular,Si
204,F,34,Buenos Aires,Full-time,47,8.0,Tecnologia y Sociedad,96,59,68,69,66,Regular,No
205,F,29,Mendoza,No trabaja,0,18.0,Tecnologia y Sociedad,91,66,73,72,96,Regular,Si
206,M,35,CABA,No trabaja,0,6.0,Tecnologia y Sociedad,87,65,68,48,72,Regular,Si
207,F,33,CABA,No trabaja,0,7.0,Tecnologia y Sociedad,79,64,48,49,44,Libre,No
208,M,18,Buenos Aires,No trabaja,0,14.0,Tecnologia y Sociedad,98,62,69,78,83,Regular,Si
209,F,31,Buenos Aires,No trabaja,0,11.0,Tecnologia y Sociedad,91,60,69,71,83,Regular,Si
210,F,27,Buenos Aires,No trabaja,0,7.0,Tecnologia y Sociedad,78,74,44,60,50,Libre,No
211,F,30,CABA,Part-time,23,5.0,Tecnologia y Sociedad,83,73,71,42,78,Regular,Si
212,M,22,Cordoba,Part-time,28,22.0,Tecnologia y Sociedad,100,100,88,75,86,Promocion,Si
213,F,18,Buenos Aires,Part-time,30,8.0,Tecnologia y Sociedad,81,48,49,49,66,Regular,No
214,F,43,Misiones,Part-time,19,10.0,Tecnologia y Sociedad,87,63,94,77,77,Regular,Si
215,M,31,Rio Negro,No trabaja,0,5.0,Tecnologia y Sociedad,98,63,67,57,75,Regular,Si
216,M,20,Jujuy,No trabaja,0,13.0,Tecnologia y Sociedad,97,60,70,68,85,Regular,Si
217,F,49,Santa Fe,No trabaja,0,10.0,Tecnologia y Sociedad,98,71,71,66,90,Regular,Si
218,M,30,Jujuy,Part-time,30,,Tecnologia y Sociedad,86,56,62,68,78,Regular,Si
219,M,28,Cordoba,Part-time,27,6.0,Tecnologia y Sociedad,79,64,49,45,42,Libre,No
220,M,30,Mendoza,No trabaja,0,5.0,Tecnologia y Sociedad,88,50,33,52,61,Regular,No
221,M,25,San Luis,No trabaja,0,15.0,Tecnologia y Sociedad,94,75,84,75,86,Promocion,Si
222,F,29,Entre Rios,Part-time,21,4.0,Tecnologia y Sociedad,88,76,65,67,63,Regular,No
223,M,28,Buenos Aires,No trabaja,0,16.0,Tecnologia y Sociedad,100,77,75,88,83,Promocion,Si
224,M,20,Buenos Aires,Part-time,22,15.0,Tecnologia y Sociedad,79,66,55,56,64,Libre,No
225,F,18,Santa Fe,No trabaja,0,15.0,Tecnologia y Sociedad,96,78,80,73,55,Promocion,No
226,M,18,Salta,Part-time,17,6.0,Tecnologia y Sociedad,81,34,35,62,62,Regular,No
227,F,30,Buenos Aires,No trabaja,0,18.0,Tecnologia y Sociedad,100,71,82,77,67,Promocion,No
228,M,32,Tucuman,No trabaja,0,4.0,Tecnologia y Sociedad,73,43,40,53,57,Libre,No
229,F,18,Cordoba,Part-time,15,8.0,Tecnologia y Sociedad,83,63,58,69,49,Regular,No
230,M,32,Cordoba,Full-time,52,17.0,Tecnologia y Sociedad,88,79,69,63,73,Regular,Si
231,F,26,CABA,No trabaja,0,8.0,Tecnologia y Sociedad,78,63,75,56,74,Libre,Si
232,F,23,Santa Fe,No trabaja,0,1.0,Tecnologia y Sociedad,51,30,30,43,25,Libre,No
233,F,32,San Luis,Full-time,47,4.0,Tecnologia y Sociedad,62,41,50,35,64,Libre,No
234,M,22,Cordoba,Full-time,36,1.0,Tecnologia y Sociedad,77,63,56,35,44,Libre,No
235,X,20,La Pampa,Part-time,14,12.0,Tecnologia y Sociedad,100,60,74,77,87,Regular,Si
236,F,29,Mendoza,No trabaja,0,18.0,Tecnologia y Sociedad,95,86,74,85,79,Promocion,Si
237,F,35,Neuquen,No trabaja,0,14.0,Tecnologia y Sociedad,85,74,75,86,79,Promocion,Si
238,M,22,Buenos Aires,Full-time,33,6.0,Tecnologia y Sociedad,75,38,50,39,52,Libre,No
239,M,27,Buenos Aires,Full-time,40,2.0,Tecnologia y Sociedad,79,50,38,61,53,Libre,No
240,F,37,CABA,Full-time,45,,Tecnologia y Sociedad,87,91,45,64,57,Regular,No
241,M,31,Santa Fe,Part-time,22,,Tecnologia y Sociedad,87,57,69,57,62,Regular,No
242,F,19,Chaco,Part-time,12,3.0,Tecnologia y Sociedad,71,44,55,47,66,Libre,No
243,M,18,Buenos Aires,Part-time,14,9.0,Tecnologia y Sociedad,84,52,39,46,66,Regular,No
244,F,28,La Pampa,No trabaja,0,13.0,Tecnologia y Sociedad,100,61,75,79,72,Regular,Si
245,M,18,Salta,No trabaja,0,8.0,Tecnologia y Sociedad,100,67,58,79,58,Regular,No
246,M,38,Neuquen,No trabaja,0,11.0,Tecnologia y Sociedad,83,46,66,50,54,Regular,No
247,F,23,CABA,Part-time,17,15.0,Tecnologia y Sociedad,73,64,70,75,75,Libre,Si
248,M,24,Buenos Aires,No trabaja,0,16.0,Tecnologia y Sociedad,83,71,77,76,68,Promocion,No
249,F,23,Santa Fe,No trabaja,0,9.0,Tecnologia y Sociedad,92,48,42,75,54,Regular,No
250,M,19,Santa Fe,No trabaja,0,18.0,Tecnologia y Sociedad,84,66,75,58,85,Regular,Si
251,M,24,CABA,No trabaja,0,11.0,Tecnologia y Sociedad,98,60,67,73,68,Regular,No
252,M,25,Buenos Aires,No trabaja,0,19.0,Tecnologia y Sociedad,89,67,78,66,68,Regular,No
253,F,35,Buenos Aires,No trabaja,0,4.0,Tecnologia y Sociedad,88,64,70,51,58,Regular,No
254,M,21,Buenos Aires,No trabaja,0,11.0,Tecnologia y Sociedad,90,74,69,61,71,Regular,Si
255,X,42,Cordoba,Part-time,26,7.0,Tecnologia y Sociedad,73,58,61,47,70,Libre,Si
256,F,18,Buenos Aires,Part-time,28,9.0,Tecnologia y Sociedad,84,57,60,74,74,Regular,Si
257,F,29,Jujuy,Full-time,51,9.0,Tecnologia y Sociedad,84,59,80,40,70,Regular,Si
258,F,18,Buenos Aires,Part-time,25,6.0,Tecnologia y Sociedad,94,54,74,41,62,Regular,No
259,M,35,Buenos Aires,No trabaja,0,10.0,Tecnologia y Sociedad,86,64,71,68,68,Regular,No
260,M,33,Santa Fe,No trabaja,0,9.0,Tecnologia y Sociedad,97,70,63,89,82,Regular,Si
261,M,21,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,84,68,55,51,73,Regular,Si
262,M,30,Santa Fe,No trabaja,0,19.0,Tecnologia y Sociedad,100,69,64,61,100,Regular,Si
263,F,29,Mendoza,No trabaja,0,10.0,Tecnologia y Sociedad,95,59,55,61,82,Regular,Si
264,M,28,Buenos Aires,Full-time,43,0.0,Tecnologia y Sociedad,86,56,47,55,62,Regular,No
265,M,20,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,82,46,61,74,75,Regular,Si
266,F,22,Tucuman,Full-time,50,1.0,Tecnologia y Sociedad,59,41,37,41,34,Libre,No
267,F,26,Buenos Aires,No trabaja,0,8.0,Tecnologia y Sociedad,81,61,56,73,60,Regular,No
268,M,25,Misiones,No trabaja,0,11.0,Tecnologia y Sociedad,90,68,81,61,59,Regular,No
269,F,29,Cordoba,No trabaja,0,17.0,Tecnologia y Sociedad,79,77,62,75,75,Libre,Si
270,F,18,Mendoza,No trabaja,0,17.0,Tecnologia y Sociedad,96,89,68,86,89,Regular,Si
271,F,25,Jujuy,Full-time,30,4.0,Tecnologia y Sociedad,83,57,48,56,60,Regular,No
272,F,34,Buenos Aires,Part-time,29,10.0,Tecnologia y Sociedad,82,53,60,59,62,Regular,No
273,F,47,Buenos Aires,Part-time,21,6.0,Tecnologia y Sociedad,97,54,76,68,60,Regular,No
274,F,36,Buenos Aires,Part-time,16,9.0,Tecnologia y Sociedad,94,70,47,58,72,Regular,Si
275,F,19,Entre Rios,Part-time,16,9.0,Tecnologia y Sociedad,89,77,64,85,88,Regular,Si
276,F,21,Buenos Aires,No trabaja,0,13.0,Tecnologia y Sociedad,97,75,80,55,75,Regular,Si
277,F,19,Entre Rios,No trabaja,0,6.0,Tecnologia y Sociedad,84,56,61,53,49,Regular,No
278,F,27,CABA,No trabaja,0,5.0,Tecnologia y Sociedad,94,76,77,54,65,Regular,No
279,M,36,Buenos Aires,Full-time,37,5.0,Tecnologia y Sociedad,76,55,58,70,61,Libre,No
280,M,28,CABA,No trabaja,0,10.0,Tecnologia y Sociedad,85,63,58,67,62,Regular,No
281,F,39,Cordoba,Full-time,48,5.0,Tecnologia y Sociedad,87,62,53,59,62,Regular,No
282,M,36,Entre Rios,No trabaja,0,16.0,Tecnologia y Sociedad,100,76,89,88,100,Promocion,Si
283,M,18,Chaco,No trabaja,0,6.0,Tecnologia y Sociedad,84,73,40,60,52,Regular,No
284,M,27,Buenos Aires,Full-time,43,9.0,Tecnologia y Sociedad,85,70,74,67,77,Regular,Si
285,M,18,Cordoba,Part-time,17,10.0,Tecnologia y Sociedad,98,74,67,76,67,Regular,No
286,M,18,Buenos Aires,Part-time,24,5.0,Tecnologia y Sociedad,91,52,48,40,57,Regular,No
287,F,37,Buenos Aires,No trabaja,0,15.0,Tecnologia y Sociedad,100,78,74,86,95,Promocion,Si
288,M,41,Buenos Aires,Part-time,17,8.0,Tecnologia y Sociedad,91,55,70,74,79,Regular,Si
289,M,23,Cordoba,No trabaja,0,4.0,Tecnologia y Sociedad,89,71,51,69,78,Regular,Si
290,M,18,Buenos Aires,Full-time,44,12.0,Tecnologia y Sociedad,99,86,53,68,77,Regular,Si
291,M,18,Buenos Aires,No trabaja,0,15.0,Tecnologia y Sociedad,95,63,88,60,93,Regular,Si
292,F,39,Santa Fe,Full-time,46,8.0,Tecnologia y Sociedad,88,71,68,61,87,Regular,Si
293,M,24,Buenos Aires,Full-time,39,6.0,Tecnologia y Sociedad,79,67,70,41,43,Libre,No
294,M,18,Entre Rios,Part-time,18,15.0,Tecnologia y Sociedad,98,71,72,66,53,Regular,No
295,M,18,Buenos Aires,Part-time,23,14.0,Tecnologia y Sociedad,100,79,56,80,88,Regular,Si
296,M,25,Buenos Aires,No trabaja,0,9.0,Tecnologia y Sociedad,93,64,62,88,70,Regular,Si
297,F,37,Misiones,Full-time,47,8.0,Tecnologia y Sociedad,85,52,85,60,70,Regular,Si
298,F,27,Buenos Aires,No trabaja,0,8.0,Tecnologia y Sociedad,81,64,52,66,72,Regular,Si
299,F,21,Tucuman,No trabaja,0,6.0,Tecnologia y Sociedad,81,68,28,58,48,Regular,No
300,M,37,Salta,Part-time,26,3.0,Tecnologia y Sociedad,76,38,35,54,58,Libre,No
301,F,21,La Pampa,Part-time,18,8.0,Tecnologia y Sociedad,80,51,65,52,60,Regular,No
302,F,22,Cordoba,Full-time,44,3.0,Tecnologia y Sociedad,90,62,51,57,60,Regular,No
303,M,36,Rio Negro,No trabaja,0,16.0,Tecnologia y Sociedad,87,71,87,76,76,Promocion,Si
304,M,23,Tierra del Fuego,Full-time,41,4.0,Tecnologia y Sociedad,93,64,65,53,71,Regular,Si
305,M,26,Chaco,No trabaja,0,14.0,Tecnologia y Sociedad,98,70,58,79,61,Regular,No
306,F,28,Cordoba,No trabaja,0,10.0,Tecnologia y Sociedad,78,53,62,61,85,Libre,Si
307,F,18,Rio Negro,Part-time,7,5.0,Tecnologia y Sociedad,88,54,49,78,72,Regular,Si
308,M,27,Jujuy,No trabaja,0,3.0,Tecnologia y Sociedad,82,62,50,60,71,Regular,Si
309,M,38,Tucuman,Full-time,38,,Tecnologia y Sociedad,98,91,64,67,59,Regular,No
310,M,25,Buenos Aires,Full-time,42,10.0,Tecnologia y Sociedad,84,52,63,69,72,Regular,Si
311,F,26,Chaco,No trabaja,0,18.0,Tecnologia y Sociedad,93,74,65,83,85,Regular,Si
312,F,33,Cordoba,Full-time,42,3.0,Tecnologia y Sociedad,78,45,57,55,68,Libre,No
313,M,24,Buenos Aires,Full-time,32,6.0,Tecnologia y Sociedad,81,58,50,49,63,Regular,No
314,F,47,CABA,No trabaja,0,9.0,Tecnologia y Sociedad,90,67,57,50,78,Regular,Si
315,M,19,Corrientes,Full-time,45,6.0,Tecnologia y Sociedad,68,65,56,41,68,Libre,No
316,F,35,Buenos Aires,Part-time,11,5.0,Tecnologia y Sociedad,94,61,67,50,79,Regular,Si
317,F,18,Santa Fe,Full-time,38,10.0,Tecnologia y Sociedad,96,70,79,89,83,Promocion,Si
318,M,30,San Juan,No trabaja,0,12.0,Tecnologia y Sociedad,92,68,68,61,64,Regular,No
319,F,29,Rio Negro,Part-time,10,14.0,Tecnologia y Sociedad,79,63,61,64,60,Libre,No
320,F,18,Buenos Aires,Part-time,15,2.0,Tecnologia y Sociedad,93,69,54,54,77,Regular,Si
321,F,19,Buenos Aires,Full-time,37,5.0,Tecnologia y Sociedad,95,57,52,76,57,Regular,No
322,M,19,Tucuman,Part-time,15,14.0,Tecnologia y Sociedad,86,73,64,89,78,Regular,Si
323,F,18,San Juan,Part-time,15,8.0,Tecnologia y Sociedad,79,71,50,49,74,Libre,Si
324,F,37,San Juan,No trabaja,0,8.0,Tecnologia y Sociedad,100,82,74,64,74,Regular,Si
325,F,20,Buenos Aires,No trabaja,0,4.0,Tecnologia y Sociedad,97,67,59,66,57,Regular,No
326,F,23,Buenos Aires,Part-time,20,7.0,Tecnologia y Sociedad,82,49,62,59,61,Regular,No
327,F,29,CABA,No trabaja,0,7.0,Tecnologia y Sociedad,79,44,46,48,63,Libre,No
328,M,27,Cordoba,No trabaja,0,18.0,Tecnologia y Sociedad,98,87,86,74,81,Promocion,Si
329,F,24,Cordoba,No trabaja,0,13.0,Tecnologia y Sociedad,93,84,69,72,74,Regular,Si
330,M,36,Buenos Aires,Full-time,41,12.0,Tecnologia y Sociedad,67,61,56,38,60,Libre,No
331,F,18,Santa Fe,No trabaja,0,0.0,Tecnologia y Sociedad,69,41,34,30,54,Libre,No
332,M,29,Buenos Aires,No trabaja,0,6.0,Tecnologia y Sociedad,88,60,58,52,79,Regular,Si
333,M,19,Buenos Aires,Part-time,16,8.0,Tecnologia y Sociedad,76,60,65,55,60,Libre,No
334,M,23,Santa Fe,Part-time,30,12.0,Tecnologia y Sociedad,90,69,65,71,74,Regular,Si
